,category,group,year,num,dem_margin,turnout
230,state,VT,2004,312309.0,0.20136147213176694,0.6510438707122086
231,state,VT,2008,325046.0,0.3700645447105948,0.6775956056326284
232,state,VT,2012,299290.0,0.35597915065655383,0.6088699013325196
233,state,VT,2016,315077.0,0.2640751308410325,0.6369373831303381
234,state,VT,2020,367428.0,0.35412652274731377,0.7427664628291303
235,state,WA,2004,2859084.0,0.07180866319422584,0.6306418064191671
236,state,WA,2008,3036878.0,0.17176587271533464,0.6698586777424613
237,state,WA,2012,3125516.0,0.14868776867563627,0.6421932466806659
238,state,WA,2016,3209214.0,0.1623360112476139,0.6202620234191766
239,state,WA,2020,4034129.0,0.19440231088296878,0.7796977753038531
240,state,WI,2004,2997007.0,0.0037984562598619223,0.7212813604436941
241,state,WI,2008,2983417.0,0.13904124029594253,0.7180106928448431
242,state,WI,2012,3071434.0,0.06837815821534828,0.719344975660253
243,state,WI,2016,2975753.0,-0.007600429202289303,0.6844902700464646
244,state,WI,2020,3297225.0,0.00623039070733723,0.75843607673552
245,state,WV,2004,755659.0,-0.12837668842692274,0.5342932797856206
246,state,WV,2008,713451.0,-0.13120592724658037,0.5044498573514387
247,state,WV,2012,670440.0,-0.26756458445200165,0.4601573116995429
248,state,WV,2016,713051.0,-0.42153646793847843,0.49447894453979646
249,state,WV,2020,793902.0,-0.3894296777184086,0.5505466271389192
250,state,WY,2004,243428.0,-0.3978712391343642,0.6243344447294178
251,state,WY,2008,256035.0,-0.3206202277032437,0.6566683765067967
252,state,WY,2012,249061.0,-0.4082373394469628,0.5828646985174524
253,state,WY,2016,255849.0,-0.462952757290433,0.5918525972448732
254,state,WY,2020,276765.0,-0.4338265315339729,0.640237343419272
0,race,Non-Hispanic White,2012,95260480.271,-0.14,0.6409999999999999
1,race,Non-Hispanic Black,2012,17320087.322,0.94,0.664
2,race,Hispanic,2012,10857368.172,0.46,0.48
3,race,Other,2012,5816447.234999999,0.22,0.49
4,race,Non-Hispanic White,2008,99991045.469,-0.12,0.6609999999999999
5,race,Non-Hispanic Black,2008,16250183.012,1.0,0.652
6,race,Hispanic,2008,9697689.862000002,0.46,0.499
7,race,Other,2008,5110944.657,0.64,0.495
8,race,Non-Hispanic White,2004,96796006.56,-0.16,0.672
9,race,Non-Hispanic Black,2004,13688324.159999998,0.78,0.603
10,race,Hispanic,2004,7333030.8,0.22,0.47200000000000003
11,race,Other,2004,4399818.48,-0.28,0.48
12,race,Non-Hispanic White,2016,100179568.858,-0.1442,0.653
13,race,Non-Hispanic Black,2016,16947157.624,0.8361,0.593
14,race,Hispanic,2016,12573697.592,0.4475,0.47600000000000003
15,race,Other,2016,6833531.300000001,0.2585,0.49
16,sex,male,2004,63540711.88200001,-0.0132,0.621
17,sex,female,2004,58676468.118,-0.1003,0.654
18,sex,male,2008,56325231.117400005,0.0371,0.615
19,sex,female,2008,74724631.88260001,0.1382,0.657
20,sex,male,2012,61912849.456999995,0.0166,0.597
21,sex,female,2012,67341533.543,0.1188,0.637
22,sex,male,2016,63251165.712799996,-0.0142,0.593
23,sex,female,2016,71724744.5248,0.1018,0.633
24,age,17 - 29,2004,15106043.448,0.0167,0.49
25,age,30 - 44,2004,31263154.644000005,0.2084,0.624
26,age,45 - 59,2004,39427262.268,-0.1588,0.7
27,age,60 +,2004,36420719.64,-0.1097,0.7140000000000001
28,age,17 - 29,2008,18504240.6556,0.3457,0.511
29,age,30 - 44,2008,35121363.284,0.2785,0.618
30,age,45 - 59,2008,32893515.613,0.1388,0.685
31,age,60 +,2008,44530743.447399996,0.0397,0.708
32,age,17 - 29,2012,18018060.990199998,0.2873,0.45
33,age,30 - 44,2012,34149007.9886,0.2034,0.595
34,age,45 - 59,2012,38246371.9297,0.0649,0.669
35,age,60 +,2012,38828016.6532,0.0825,0.718
36,age,17 - 29,2016,23685019.4858,0.1968,0.461
37,age,30 - 44,2016,33566305.7456,0.2092,0.588
38,age,45 - 59,2016,46222005.7132,-0.0331,0.659
39,age,60 +,2016,33183627.992799997,-0.0194,0.703
40,education,High School Grad,2004,36249615.588,-0.1865,0.564
41,education,Less Than High School,2004,5756429.178,0.3044,0.395
42,education,Some College to Post-Graduate,2004,80211135.234,-0.0214,0.7488
43,education,High School Grad,2008,44596268.3789,0.1751,0.5489999999999999
44,education,Less Than High School,2008,1913327.9998,0.5163,0.39399999999999996
45,education,Some College to Post-Graduate,2008,84042277.1419,0.0418,0.74
46,education,High School Grad,2012,42860753.4028,0.1007,0.526
47,education,Less Than High School,2012,1744934.1705,0.4084,0.38
48,education,Some College to Post-Graduate,2012,83330300.7201,0.0452,0.713
49,education,Less Than High School,2016,1189034.4462,0.4447,0.34299999999999997
50,education,High School Grad,2016,41752876.243,-0.0369,0.516
51,education,Some College to Post-Graduate,2016,93728715.3108,0.0832,0.7059
0,density,High Density,2004,6984565.0,0.4992001649351105,0.541977553670565
1,density,High Density,2008,7462111.0,0.5944931668799888,0.5790334351528281
2,density,High Density,2012,7190322.0,0.603727204428397,0.5426830133483477
3,density,High Density,2016,7739251.0,0.6138170218280813,0.5663953097344161
4,density,High Density,2020,7442265.0,0.5564436364467,0.5446604574267723
5,density,Low Density,2004,58373928.0,-0.02167880496237978,0.5975451422296157
6,density,Low Density,2008,63605293.0,0.08605121903927083,0.6510960484317825
7,density,Low Density,2012,63122558.0,0.054519922972703354,0.6040209881132205
8,density,Low Density,2016,67313370.0,0.05624481436600188,0.6121984367666645
9,density,Low Density,2020,77585284.0,0.09203700279037452,0.707096056850005
10,density,Medium Density,2004,17841535.0,0.12055644315357394,0.6072463373500947
11,density,Medium Density,2008,19019233.0,0.23535475904838013,0.6473299286444835
12,density,Medium Density,2012,18523863.0,0.22728266776751696,0.6000206011619897
13,density,Medium Density,2016,19356304.0,0.27539890879994444,0.5997186732780512
14,density,Medium Density,2020,21975962.0,0.2934270181209815,0.6808838492435781
15,density,Very Low Density,2004,38470535.0,-0.19115359326299985,0.5663507811947363
16,density,Very Low Density,2008,40623530.0,-0.12020767274532765,0.5978155434281065
17,density,Very Low Density,2012,39748373.0,-0.17471049695543514,0.558896584713841
18,density,Very Low Density,2016,41661986.0,-0.26476990319184496,0.5730925908960479
19,density,Very Low Density,2020,47146403.0,-0.25574273396848535,0.6505444844935067
